full_address;address;name;lat;lng;data;alvara;cdb_idx
RUA VEREADOR ANTONIO MENEZES, 490, nan, VILA INDEPENDENCIA I, Belo Horizonte, Minas Gerais, Brasil;RUA VEREADOR ANTONIO MENEZES, 490, VILA INDEPENDENCIA I, Belo Horizonte, Minas Gerais, Brasil;56.216.728 GABRIEL HENRIQUE BARBOSA GONCALVES;;;01-08-2024;NÃO;-1
RUA SALINAS, 2135, nan, SANTA TEREZA, Belo Horizonte, Minas Gerais, Brasil;RUA SALINAS, 2135, SANTA TEREZA, Belo Horizonte, Minas Gerais, Brasil;56.378.907 ANA LUIZA DE PINHO FLECHA;-19.9148029;-43.9230373;07-08-2024;NÃO;-1
AVE GUARAPARI, 918, nan, SANTA AMELIA, Belo Horizonte, Minas Gerais, Brasil;AVE GUARAPARI, 918, SANTA AMELIA, Belo Horizonte, Minas Gerais, Brasil;REIS ALIMENTOS LTDA;;;16-07-2024;SIM;-1
RUA OLAVO BERNARDES, 149, LOJA, HAVAI, Belo Horizonte, Minas Gerais, Brasil;RUA OLAVO BERNARDES, 149, HAVAI, Belo Horizonte, Minas Gerais, Brasil;55.949.136 ANA LUIZA RODRIGUES CARDOSO;-19.9594139;-43.9709214;16-07-2024;NÃO;-1
RUA FERNAO DIAS, 378, nan, MARIANO DE ABREU, Belo Horizonte, Minas Gerais, Brasil;RUA FERNAO DIAS, 378, MARIANO DE ABREU, Belo Horizonte, Minas Gerais, Brasil;56.012.667 ALEF WILLIAN DE SOUZA;-19.896857;-43.8895124;20-07-2024;NÃO;-1
RUA CAMBUI, 530, nan, GUARANI, Belo Horizonte, Minas Gerais, Brasil;RUA CAMBUI, 530, GUARANI, Belo Horizonte, Minas Gerais, Brasil;56.035.387 BRUNO COSTA NASCIMENTO;-19.8435168;-43.9253573;22-07-2024;NÃO;-1
RUA JOAO LEMOS, 87, nan, ACAIACA, Belo Horizonte, Minas Gerais, Brasil;RUA JOAO LEMOS, 87, ACAIACA, Belo Horizonte, Minas Gerais, Brasil;LP GRILL;-19.8416767;-43.8909597;25-07-2024;SIM;-1
RUA RITMO, 27, nan, SANTANA DO CAFEZAL, Belo Horizonte, Minas Gerais, Brasil;RUA RITMO, 27, SANTANA DO CAFEZAL, Belo Horizonte, Minas Gerais, Brasil;56.165.423 ANGELA GLESSICA ALVES DOS SANTOS;-19.9359283;-43.9100097;30-07-2024;NÃO;-1
RUA JOSE LEAL DOMINGUES, 95, nan, JARDIM GUANABARA, Belo Horizonte, Minas Gerais, Brasil;RUA JOSE LEAL DOMINGUES, 95, JARDIM GUANABARA, Belo Horizonte, Minas Gerais, Brasil;56.285.137 ERICK BRUNER HUEBRA DA SILVA NERES;-19.8220753;-43.9352732;05-08-2024;NÃO;-1
RUA COPEIA, 960, nan, SAO GERALDO, Belo Horizonte, Minas Gerais, Brasil;RUA COPEIA, 960, SAO GERALDO, Belo Horizonte, Minas Gerais, Brasil;BAR RODA DE AMIGOS;-19.8969239;-43.9008553;08-11-2018;NÃO;-1
RUA COELHO DE SOUZA, 191, nan, SANTO AGOSTINHO, Belo Horizonte, Minas Gerais, Brasil;RUA COELHO DE SOUZA, 191, SANTO AGOSTINHO, Belo Horizonte, Minas Gerais, Brasil;SILVA TOSSIGE RESTAURANTE ESPETERIA;-19.9337402;-43.9500772;12-11-2018;NÃO;-1
RUA PERDIZES, 803, nan, CAICARA ADELAIDE, Belo Horizonte, Minas Gerais, Brasil;RUA PERDIZES, 803, CAICARA ADELAIDE, Belo Horizonte, Minas Gerais, Brasil;APOLLO BURGER;-19.9073155;-43.9741071;12-11-2018;NÃO;-1
RUA VARGINHA, 228, CONJ CASA, COLEGIO BATISTA, Belo Horizonte, Minas Gerais, Brasil;RUA VARGINHA, 228, COLEGIO BATISTA, Belo Horizonte, Minas Gerais, Brasil;SCOTH BAR SANTIAGO;-19.906044;-43.9350475;16-11-2018;NÃO;-1
RUA SANTA FRANCISCA, 465, CASA, APARECIDA SETIMA SECAO, Belo Horizonte, Minas Gerais, Brasil;RUA SANTA FRANCISCA, 465, APARECIDA SETIMA SECAO, Belo Horizonte, Minas Gerais, Brasil;MARCO ANTONIO GONZAGA DE SOUZA;-19.8896772;-43.9632209;20-11-2018;NÃO;-1
RUA CRISANTO MUNIZ, 257, nan, RIO BRANCO, Belo Horizonte, Minas Gerais, Brasil;RUA CRISANTO MUNIZ, 257, RIO BRANCO, Belo Horizonte, Minas Gerais, Brasil;PLANET ESPETOS;;;30-11-2018;NÃO;-1
RUA ANTONIO FALABELA, 68, CONJ CASA, SANTA TEREZINHA, Belo Horizonte, Minas Gerais, Brasil;RUA ANTONIO FALABELA, 68, SANTA TEREZINHA, Belo Horizonte, Minas Gerais, Brasil;DINK'S;-19.8767013;-44.0111145;10-12-2018;NÃO;-1
RUA DOS VETERINARIOS, 411, nan, ALIPIO DE MELO, Belo Horizonte, Minas Gerais, Brasil;RUA DOS VETERINARIOS, 411, ALIPIO DE MELO, Belo Horizonte, Minas Gerais, Brasil;BAR MARIA HELENA;-19.8903648;-44.0062029;10-12-2018;NÃO;-1
RUA OUTONO, 523, nan, CRUZEIRO, Belo Horizonte, Minas Gerais, Brasil;RUA OUTONO, 523, CRUZEIRO, Belo Horizonte, Minas Gerais, Brasil;JANGAL;-19.9428826;-43.9294365;24-04-2013;SIM;-1
RUA PADRE PARAISO, 125, nan, CARLOS PRATES, Belo Horizonte, Minas Gerais, Brasil;RUA PADRE PARAISO, 125, CARLOS PRATES, Belo Horizonte, Minas Gerais, Brasil;CENTRAL BAR E SINUCA;-19.9139767;-43.9452834;25-04-2013;SIM;-1
AVE RAJA GABAGLIA, 4000, SALA 419, ESTORIL, Belo Horizonte, Minas Gerais, Brasil;AVE RAJA GABAGLIA, 4000, ESTORIL, Belo Horizonte, Minas Gerais, Brasil;RESTAURANTE ESPECIAL LTDA;;;25-04-2013;NÃO;-1
RUA ARISTIDES FERREIRA, 35, LOJA: A,, COLEGIO BATISTA, Belo Horizonte, Minas Gerais, Brasil;RUA ARISTIDES FERREIRA, 35, COLEGIO BATISTA, Belo Horizonte, Minas Gerais, Brasil;BAR DO MEU QUERIDO;-19.9058518;-43.9398879;15-04-2013;SIM;-1
RUA HUGO DE CARVALHO RAMOS, 22, LOJA A, TUPI B, Belo Horizonte, Minas Gerais, Brasil;RUA HUGO DE CARVALHO RAMOS, 22, TUPI B, Belo Horizonte, Minas Gerais, Brasil;MARIA DOS ANJOS COSTA SANTOS 03210584613;-19.8404127;-43.9203395;16-05-2013;NÃO;-1
RUA JERIBA, 20, LOJA 1, OLARIA, Belo Horizonte, Minas Gerais, Brasil;RUA JERIBA, 20, OLARIA, Belo Horizonte, Minas Gerais, Brasil;ROMAO ANDRADE DE OLIVEIRA 05043200685;-19.9896062;-44.0274045;16-05-2013;NÃO;-1
AVE FLOR DE SEDA, 305, LOJA, LINDEIA, Belo Horizonte, Minas Gerais, Brasil;AVE FLOR DE SEDA, 305, LINDEIA, Belo Horizonte, Minas Gerais, Brasil;MIVILLEN LEVILLIN APARECIDA DA SILVA 12433074630;;;26-04-2013;NÃO;-1
RUA COARI, 368, nan, SAO GERALDO, Belo Horizonte, Minas Gerais, Brasil;RUA COARI, 368, SAO GERALDO, Belo Horizonte, Minas Gerais, Brasil;MARIA CHRISTINA LARA LEANDRO 24457710644;-19.8991113;-43.8971929;21-05-2013;NÃO;-1
RUA ENGENHEIRO ZOROASTRO TORRES, 517, APT 701, SANTO ANTONIO, Belo Horizonte, Minas Gerais, Brasil;RUA ENGENHEIRO ZOROASTRO TORRES, 517, SANTO ANTONIO, Belo Horizonte, Minas Gerais, Brasil;RODRIGO ROCHA SIMAO 05496216605;-19.9501648;-43.9449367;21-09-2020;NÃO;-1
RUA SETE DE ABRIL, 922, nan, ESPLANADA, Belo Horizonte, Minas Gerais, Brasil;RUA SETE DE ABRIL, 922, ESPLANADA, Belo Horizonte, Minas Gerais, Brasil;ESQUINA SETE;;;07-05-2013;NÃO;-1
RUA JURUNA, 30, LOJA, PINDORAMA, Belo Horizonte, Minas Gerais, Brasil;RUA JURUNA, 30, PINDORAMA, Belo Horizonte, Minas Gerais, Brasil;LUIZMAR ALVES FERREIRA 74794280653;-19.9130787;-44.019827;16-05-2013;SIM;-1
RUA DOUTOR JOAO MIRANDA, 55, QUIOSQ, DONA CLARA, Belo Horizonte, Minas Gerais, Brasil;RUA DOUTOR JOAO MIRANDA, 55, DONA CLARA, Belo Horizonte, Minas Gerais, Brasil;ALEXIS RODRIGUES SOARES 06033228677;-19.8612876;-43.9362088;29-04-2013;NÃO;-1
RUA ENGENHEIRO PEDRO BAX, 412, APT 100, SANTA AMELIA, Belo Horizonte, Minas Gerais, Brasil;RUA ENGENHEIRO PEDRO BAX, 412, SANTA AMELIA, Belo Horizonte, Minas Gerais, Brasil;FABIO CAMPOS DE SOUSA 01378213602;-19.8361934;-43.9737316;23-04-2014;NÃO;-1
RUA BARAO DO MONTE ALTO, 668, nan, CARDOSO, Belo Horizonte, Minas Gerais, Brasil;RUA BARAO DO MONTE ALTO, 668, CARDOSO, Belo Horizonte, Minas Gerais, Brasil;ADENIR BRAZ RIBEIRO 25559583634;;;17-04-2013;NÃO;-1
AVE PRESIDENTE TANCREDO NEVES, 1770, LOJA C, JARDIM ALVORADA, Belo Horizonte, Minas Gerais, Brasil;AVE PRESIDENTE TANCREDO NEVES, 1770, JARDIM ALVORADA, Belo Horizonte, Minas Gerais, Brasil;XICO DO FRANGO CASTELO;;;20-05-2013;SIM;-1
RUA SAO PAULO, 2632, LOJA: 4,, LOURDES, Belo Horizonte, Minas Gerais, Brasil;RUA SAO PAULO, 2632, LOURDES, Belo Horizonte, Minas Gerais, Brasil;GUSTO OSTERIA;-19.9340983;-43.9441535;20-05-2013;NÃO;-1
RUA FELIPE DOS SANTOS, 162, nan, LOURDES, Belo Horizonte, Minas Gerais, Brasil;RUA FELIPE DOS SANTOS, 162, LOURDES, Belo Horizonte, Minas Gerais, Brasil;BENVINDO BISTRO E RESTAURANTE;-19.9342519;-43.946334;27-11-2015;NÃO;-1
RUA OSCAR LOBO PEREIRA, 57, nan, VILA MINASLANDIA, Belo Horizonte, Minas Gerais, Brasil;RUA OSCAR LOBO PEREIRA, 57, VILA MINASLANDIA, Belo Horizonte, Minas Gerais, Brasil;18.026.201 MARIA DA GLORIA DOS SANTOS;-19.8587372;-43.9278442;30-04-2013;NÃO;-1
RUA JOSE FELIX MARTINS, 2000, nan, MANTIQUEIRA, Belo Horizonte, Minas Gerais, Brasil;RUA JOSE FELIX MARTINS, 2000, MANTIQUEIRA, Belo Horizonte, Minas Gerais, Brasil;PIZZARIA OURO E PRATA II;-19.7995836;-43.9839528;17-04-2013;SIM;-1
RUA ANTONIO DE ALBUQUERQUE, 1607, nan, LOURDES, Belo Horizonte, Minas Gerais, Brasil;RUA ANTONIO DE ALBUQUERQUE, 1607, LOURDES, Belo Horizonte, Minas Gerais, Brasil;8ZH7 RESTAURANTE LTDA;-19.9358427;-43.9451533;17-04-2013;SIM;-1
RUA CAMOES, 98, nan, SAO LUCAS, Belo Horizonte, Minas Gerais, Brasil;RUA CAMOES, 98, SAO LUCAS, Belo Horizonte, Minas Gerais, Brasil;PAULA LOBATO VENTURATO;-19.9307356;-43.9202773;08-05-2013;SIM;-1
AVE AUGUSTO DE LIMA, 685, nan, CENTRO, Belo Horizonte, Minas Gerais, Brasil;AVE AUGUSTO DE LIMA, 685, CENTRO, Belo Horizonte, Minas Gerais, Brasil;BAR DA CLEDIR;;;30-04-2013;SIM;-1
RUA COSTA SENNA, 1260, LOJA, MONSENHOR MESSIAS, Belo Horizonte, Minas Gerais, Brasil;RUA COSTA SENNA, 1260, MONSENHOR MESSIAS, Belo Horizonte, Minas Gerais, Brasil;MARCOS ANTONIO RAMOS COSTA 81291930604;;;30-04-2013;NÃO;-1
AVE PRESIDENTE CARLOS LUZ, 3001, ANDAR TERREO LOJA 2000, CAICARAS, Belo Horizonte, Minas Gerais, Brasil;AVE PRESIDENTE CARLOS LUZ, 3001, CAICARAS, Belo Horizonte, Minas Gerais, Brasil;BOLIXE UNIDADE DEL REY;;;09-05-2013;SIM;-1
RUA FLOR DA IMPERATRIZ, 87, nan, JARDIM ALVORADA, Belo Horizonte, Minas Gerais, Brasil;RUA FLOR DA IMPERATRIZ, 87, JARDIM ALVORADA, Belo Horizonte, Minas Gerais, Brasil;ELIAS OSCAR FRANCISCO 25042254668;-19.8979969;-43.989869;20-05-2013;NÃO;-1
RUA MAGI SALOMON, 210, nan, SALGADO FILHO, Belo Horizonte, Minas Gerais, Brasil;RUA MAGI SALOMON, 210, SALGADO FILHO, Belo Horizonte, Minas Gerais, Brasil;CHURRASQUINHO DO PIPA;-19.9449076;-43.9782178;02-05-2013;SIM;-1
RUA FERNANDES TOURINHO, 604, nan, SAVASSI, Belo Horizonte, Minas Gerais, Brasil;RUA FERNANDES TOURINHO, 604, SAVASSI, Belo Horizonte, Minas Gerais, Brasil;C.A.C. RESTAURANTE LTDA;-19.9383307;-43.9395817;19-04-2013;NÃO;-1
RUA ARTHUR FLAVIO, 18, LOJA 6, RIO BRANCO, Belo Horizonte, Minas Gerais, Brasil;RUA ARTHUR FLAVIO, 18, RIO BRANCO, Belo Horizonte, Minas Gerais, Brasil;MARIA CARMOZITA DA COSTA 04915954684;;;10-05-2013;NÃO;-1
AVE PROFESSOR MARIO WERNECK, 1360, LOJA 410 B, BURITIS, Belo Horizonte, Minas Gerais, Brasil;AVE PROFESSOR MARIO WERNECK, 1360, BURITIS, Belo Horizonte, Minas Gerais, Brasil;BFA ENTRETENIMENTO E RESTAURANTE LTDA;;;09-11-2021;SIM;-1
RUA RUBIO FERREIRA E SOUZA, 124, LOJA, TIROL, Belo Horizonte, Minas Gerais, Brasil;RUA RUBIO FERREIRA E SOUZA, 124, TIROL, Belo Horizonte, Minas Gerais, Brasil;EUSTAQUIO GERALDO DE RESENDE 37786393668;-19.9895617;-44.0449566;02-05-2013;NÃO;-1
RUA MIOSOTIS, 74, LOJA, SANTO ANDRE, Belo Horizonte, Minas Gerais, Brasil;RUA MIOSOTIS, 74, SANTO ANDRE, Belo Horizonte, Minas Gerais, Brasil;HELAINE APARECIDA RODRIGUES 06948943624;-19.9053447;-43.9586559;19-04-2013;NÃO;-1
AVE CRISTIANO MACHADO, 1343, LOJA C, GRACA, Belo Horizonte, Minas Gerais, Brasil;AVE CRISTIANO MACHADO, 1343, GRACA, Belo Horizonte, Minas Gerais, Brasil;VALDECI GOMES RODRIGUES 76388794653;;;22-04-2013;NÃO;-1
RUA MARIA LUCIA PETIT, 436, nan, RIO BRANCO, Belo Horizonte, Minas Gerais, Brasil;RUA MARIA LUCIA PETIT, 436, RIO BRANCO, Belo Horizonte, Minas Gerais, Brasil;JOSE CARLOS NETO 34886192653;-19.8144448;-43.9850444;03-05-2013;NÃO;-1
AVE SANTA TEREZINHA, 45, nan, PAQUETA, Belo Horizonte, Minas Gerais, Brasil;AVE SANTA TEREZINHA, 45, PAQUETA, Belo Horizonte, Minas Gerais, Brasil;GILSON JOSE DOS SANTOS 73533980600;;;04-05-2013;NÃO;-1
AVE LEONTINO FRANCISCO ALVES, 345, nan, SERRA VERDE, Belo Horizonte, Minas Gerais, Brasil;AVE LEONTINO FRANCISCO ALVES, 345, SERRA VERDE, Belo Horizonte, Minas Gerais, Brasil;MARIA DA CRUZ DE FARIAS LIMA 60248734415;;;04-05-2013;NÃO;-1
RUA SAO SEBASTIAO, 236, nan, SAGRADA FAMILIA, Belo Horizonte, Minas Gerais, Brasil;RUA SAO SEBASTIAO, 236, SAGRADA FAMILIA, Belo Horizonte, Minas Gerais, Brasil;REGILANE DO CARMO NASCIMENTO 01489930604;-19.9034545;-43.9175649;22-04-2013;NÃO;-1
RUA ANTONIO JOSE DOS SANTOS, 312, LOJA 30 E 31, CEU AZUL, Belo Horizonte, Minas Gerais, Brasil;RUA ANTONIO JOSE DOS SANTOS, 312, CEU AZUL, Belo Horizonte, Minas Gerais, Brasil;SABORES CHEIRO VERDE COMERCIAL LTDA;-19.8238978;-43.9965192;13-05-2013;SIM;-1
RUA LUIZ ZITO FERREIRA, 126, nan, OLARIA, Belo Horizonte, Minas Gerais, Brasil;RUA LUIZ ZITO FERREIRA, 126, OLARIA, Belo Horizonte, Minas Gerais, Brasil;RONALDO DA SILVA GONZAGA 06232095600;-19.9897696;-44.0265241;13-05-2013;NÃO;-1
RUA CLOVIS DE SOUZA MUNHOZ, 140, nan, LINDEIA, Belo Horizonte, Minas Gerais, Brasil;RUA CLOVIS DE SOUZA MUNHOZ, 140, LINDEIA, Belo Horizonte, Minas Gerais, Brasil;MARLENE ALVES MATOSO 84118717620;-19.9858404;-44.0546388;06-05-2013;NÃO;-1
RUA HENRIQUE DIAS, 8, nan, APARECIDA, Belo Horizonte, Minas Gerais, Brasil;RUA HENRIQUE DIAS, 8, APARECIDA, Belo Horizonte, Minas Gerais, Brasil;JOAO BATISTA DO NASCIMENTO FERREIRA 95764828600;-19.8926455;-43.9564573;21-05-2013;NÃO;-1
RUA AVESTRUZ, 58, CASA, GOIANIA, Belo Horizonte, Minas Gerais, Brasil;RUA AVESTRUZ, 58, GOIANIA, Belo Horizonte, Minas Gerais, Brasil;ADELAIDE SILVEIRA DE CASTRO 43833730625;-19.8626502;-43.8961164;24-04-2013;NÃO;-1
AVE SINFRONIO BROCHADO, 1257, LOJA: 4,, BARREIRO, Belo Horizonte, Minas Gerais, Brasil;AVE SINFRONIO BROCHADO, 1257, BARREIRO, Belo Horizonte, Minas Gerais, Brasil;ESBETO'S;;;24-04-2013;NÃO;-1
RUA TRINTA E QUATRO, 44, LOJA, TIROL, Belo Horizonte, Minas Gerais, Brasil;RUA TRINTA E QUATRO, 44, TIROL, Belo Horizonte, Minas Gerais, Brasil;18.114.164 WAGNER DE OLIVEIRA CONDE;-19.9864089;-44.0372983;15-05-2013;NÃO;-1
RUA RUBENS FERREIRA DA SILVA, 44, nan, NOVO GLORIA, Belo Horizonte, Minas Gerais, Brasil;RUA RUBENS FERREIRA DA SILVA, 44, NOVO GLORIA, Belo Horizonte, Minas Gerais, Brasil;QUASE TUDO;-19.9019132;-44.0182538;04-03-2013;NÃO;-1
AVE JOSE BONIFACIO, 303, nan, PEDREIRA PRADO LOPES, Belo Horizonte, Minas Gerais, Brasil;AVE JOSE BONIFACIO, 303, PEDREIRA PRADO LOPES, Belo Horizonte, Minas Gerais, Brasil;SILVIO ANTONIO DE PAULA 22182560610;;;04-03-2013;NÃO;-1
RUA VEREADOR ORLANDO PACHECO, 159, CASA, BAIRRO DAS INDUSTRIAS I, Belo Horizonte, Minas Gerais, Brasil;RUA VEREADOR ORLANDO PACHECO, 159, BAIRRO DAS INDUSTRIAS I, Belo Horizonte, Minas Gerais, Brasil;RITA DE CASSIA ALVES FERREIRA 67780555615;-19.9584982;-44.0077534;22-03-2013;NÃO;-1
RUA SENHORA DA CONCEICAO, 359, LOJA, CACHOEIRINHA, Belo Horizonte, Minas Gerais, Brasil;RUA SENHORA DA CONCEICAO, 359, CACHOEIRINHA, Belo Horizonte, Minas Gerais, Brasil;RITA DE CASSIA APARECIDA DA SILVA 00074941658;-19.8873629;-43.948076;05-03-2013;NÃO;-1
RUA ITAMIRIM, 76, LOJA,, VERA CRUZ, Belo Horizonte, Minas Gerais, Brasil;RUA ITAMIRIM, 76, VERA CRUZ, Belo Horizonte, Minas Gerais, Brasil;BAR DO FEFE;-19.9065877;-43.8966711;05-03-2013;NÃO;-1
AVE OIAPOQUE, 221, LOJA A09, CENTRO, Belo Horizonte, Minas Gerais, Brasil;AVE OIAPOQUE, 221, CENTRO, Belo Horizonte, Minas Gerais, Brasil;GISELE REZENDE BATISTA;;;04-04-2013;NÃO;-1
RUA ARI ABILIO FERREIRA, 20, LOJA 1, BRASIL INDUSTRIAL, Belo Horizonte, Minas Gerais, Brasil;RUA ARI ABILIO FERREIRA, 20, BRASIL INDUSTRIAL, Belo Horizonte, Minas Gerais, Brasil;GERALDO FRANCISCO TEIXEIRA 38491982604;-19.9973079;-44.0151606;05-04-2013;NÃO;-1
RUA FLOR DA REDENCAO, 95, nan, JARDIM ALVORADA, Belo Horizonte, Minas Gerais, Brasil;RUA FLOR DA REDENCAO, 95, JARDIM ALVORADA, Belo Horizonte, Minas Gerais, Brasil;DEICI MAGALHAES 03815618606;-19.9009874;-43.9870694;14-03-2013;NÃO;-1
AVE BERNARDO DE VASCONCELOS, 2014, LOJA: 02, IPIRANGA, Belo Horizonte, Minas Gerais, Brasil;AVE BERNARDO DE VASCONCELOS, 2014, IPIRANGA, Belo Horizonte, Minas Gerais, Brasil;GARAGEM DO ESPETO;;;29-01-2025;SIM;-1
RUA WALDOMIRO LOBO, 2321, LOJA, SAO BERNARDO, Belo Horizonte, Minas Gerais, Brasil;RUA WALDOMIRO LOBO, 2321, SAO BERNARDO, Belo Horizonte, Minas Gerais, Brasil;CELIA FARIA GUIMARAES LOPES 02401075607;-19.846473;-43.9356296;12-04-2013;NÃO;-1
AVE PORTUGAL, 2051, nan, SANTA AMELIA, Belo Horizonte, Minas Gerais, Brasil;AVE PORTUGAL, 2051, SANTA AMELIA, Belo Horizonte, Minas Gerais, Brasil;DIVINO RESTAURANTE;;;06-03-2013;SIM;-1
RUA ALAGOAS, 451, LOJA: 01 e 02, BOA VIAGEM, Belo Horizonte, Minas Gerais, Brasil;RUA ALAGOAS, 451, BOA VIAGEM, Belo Horizonte, Minas Gerais, Brasil;DIVINO RESTAURANTE LTDA;-19.9314966;-43.9350762;10-03-2025;SIM;-1
AVE PROFESSOR MARIO WERNECK, 678, nan, ESTORIL, Belo Horizonte, Minas Gerais, Brasil;AVE PROFESSOR MARIO WERNECK, 678, ESTORIL, Belo Horizonte, Minas Gerais, Brasil;BOI WERNECK;;;15-03-2013;SIM;-1
RUA JUIZ ELYZEU JARDIM, 306, nan, BAIRRO DAS INDUSTRIAS I, Belo Horizonte, Minas Gerais, Brasil;RUA JUIZ ELYZEU JARDIM, 306, BAIRRO DAS INDUSTRIAS I, Belo Horizonte, Minas Gerais, Brasil;MARCOS PAULO PEREIRA MRAD MALHEIROS 10029600618;-19.957356;-44.0122368;26-03-2013;NÃO;-1
RUA CONTAGEM, 2165, nan, SANTA INES, Belo Horizonte, Minas Gerais, Brasil;RUA CONTAGEM, 2165, SANTA INES, Belo Horizonte, Minas Gerais, Brasil;PEIXE MAR RESTAURANTE;-19.8776513;-43.9091956;26-03-2013;SIM;-1
RUA DOUTOR ARISTIDES DE PINHO, 485, LOJA, PALMEIRAS, Belo Horizonte, Minas Gerais, Brasil;RUA DOUTOR ARISTIDES DE PINHO, 485, PALMEIRAS, Belo Horizonte, Minas Gerais, Brasil;MARCIA APARECIDA BORGES 74281755691;-19.9762396;-43.9812545;26-03-2013;NÃO;-1
RUA DOS TIMBIRAS, 1817, LETRA A, LOURDES, Belo Horizonte, Minas Gerais, Brasil;RUA DOS TIMBIRAS, 1817, LOURDES, Belo Horizonte, Minas Gerais, Brasil;DOMENICO PIZZERIA TRATTORIA;-19.9255174;-43.944531;11-04-2013;NÃO;-1
RUA JACUI, 3094, LETRA A, IPIRANGA, Belo Horizonte, Minas Gerais, Brasil;RUA JACUI, 3094, IPIRANGA, Belo Horizonte, Minas Gerais, Brasil;SERGIO SILVA ASTOLFO 92577997604;-19.8777482;-43.9292979;18-03-2013;NÃO;-1
RUA GANSO, 215, nan, GOIANIA, Belo Horizonte, Minas Gerais, Brasil;RUA GANSO, 215, GOIANIA, Belo Horizonte, Minas Gerais, Brasil;DIOGO APARECIDO RODRIGUES FERREIRA 12053630680;-19.864565;-43.8956213;08-03-2013;NÃO;-1
RUA ALABANDINA, 533, nan, CAICARAS, Belo Horizonte, Minas Gerais, Brasil;RUA ALABANDINA, 533, CAICARAS, Belo Horizonte, Minas Gerais, Brasil;MARCIA SIMAO PEREIRA 06872968621;-19.8928919;-43.9690395;18-03-2013;NÃO;-1
RUA ENGENHEIRO NAVARRO, 306, LOJA, PROVIDENCIA, Belo Horizonte, Minas Gerais, Brasil;RUA ENGENHEIRO NAVARRO, 306, PROVIDENCIA, Belo Horizonte, Minas Gerais, Brasil;BAR DO REGI;-19.8519814;-43.9250074;18-03-2013;SIM;-1
RUA DAS CLARISSAS, 500, nan, PLANALTO, Belo Horizonte, Minas Gerais, Brasil;RUA DAS CLARISSAS, 500, PLANALTO, Belo Horizonte, Minas Gerais, Brasil;SIDNEY FERNANDES DA SILVA 89257618668;-19.839929;-43.9453474;19-03-2013;NÃO;-1
RUA FERNANDES TOURINHO, 105, LOJA 04 LOJA 05, SAVASSI, Belo Horizonte, Minas Gerais, Brasil;RUA FERNANDES TOURINHO, 105, SAVASSI, Belo Horizonte, Minas Gerais, Brasil;PONTO SAVASSI;-19.9386497;-43.9388946;11-04-2013;SIM;-1
RUA DONA NANCY DE VASCONCELOS GOMES, 361, LOJA: B,, SAGRADA FAMILIA, Belo Horizonte, Minas Gerais, Brasil;RUA DONA NANCY DE VASCONCELOS GOMES, 361, SAGRADA FAMILIA, Belo Horizonte, Minas Gerais, Brasil;ARENA GRILL;-19.9095726;-43.9198169;20-03-2013;SIM;-1
AVE BIAS FORTES, 541, nan, LOURDES, Belo Horizonte, Minas Gerais, Brasil;AVE BIAS FORTES, 541, LOURDES, Belo Horizonte, Minas Gerais, Brasil;MP CULTURAL;;;20-03-2013;SIM;-1
RUA CURITIBA, 2081, nan, LOURDES, Belo Horizonte, Minas Gerais, Brasil;RUA CURITIBA, 2081, LOURDES, Belo Horizonte, Minas Gerais, Brasil;T&F ESCOLA DE CULINARIA E RESTAURANTE LTDA;-19.9301761;-43.9444828;02-04-2013;NÃO;-1
RUA JOAQUIM PEREIRA, 755, nan, SANTA BRANCA, Belo Horizonte, Minas Gerais, Brasil;RUA JOAQUIM PEREIRA, 755, SANTA BRANCA, Belo Horizonte, Minas Gerais, Brasil;LUIZ EDUARDO SOLDATELLI 63651017672;-19.8317872;-43.9672948;02-04-2013;SIM;-1
RUA MUSICAL, 34, nan, SANTANA DO CAFEZAL, Belo Horizonte, Minas Gerais, Brasil;RUA MUSICAL, 34, SANTANA DO CAFEZAL, Belo Horizonte, Minas Gerais, Brasil;17.664.828 LEANDRO SOUZA PEREIRA;-19.9356418;-43.9088751;28-02-2013;NÃO;-1
RUA PARAIBA, 811, nan, SAVASSI, Belo Horizonte, Minas Gerais, Brasil;RUA PARAIBA, 811, SAVASSI, Belo Horizonte, Minas Gerais, Brasil;LUC2 COMERCIO DE ALIMENTOS LTDA;-19.9346515;-43.9332846;20-03-2013;SIM;-1
AVE VILARINHO, 5011, LOJA 1, MANTIQUEIRA, Belo Horizonte, Minas Gerais, Brasil;AVE VILARINHO, 5011, MANTIQUEIRA, Belo Horizonte, Minas Gerais, Brasil;MUCIO ELIAS MOREIRA 07290302613;;;20-03-2013;NÃO;-1
RUA JOSE FORCAL, 172, nan, SANTA HELENA, Belo Horizonte, Minas Gerais, Brasil;RUA JOSE FORCAL, 172, SANTA HELENA, Belo Horizonte, Minas Gerais, Brasil;IRIS SANCAO DA TRINDADE 31627528687;-19.9860737;-44.0134912;21-03-2013;NÃO;-1
RUA BOREAL, 365, nan, JARDIM MONTANHES, Belo Horizonte, Minas Gerais, Brasil;RUA BOREAL, 365, JARDIM MONTANHES, Belo Horizonte, Minas Gerais, Brasil;LUCINEIA MARIA DAMAZIO 75217686634;-19.9067325;-43.978724;21-03-2013;SIM;-1
AVE MAGENTA, 800, LOJA,, VITORIA, Belo Horizonte, Minas Gerais, Brasil;AVE MAGENTA, 800, VITORIA, Belo Horizonte, Minas Gerais, Brasil;DELITIA PIZZA BURGUER;;;21-03-2013;SIM;-1
